as_of_date,symbol,display_name,candidate_rank,left_score,notes
2025-08-22,588000,科创50ETF,3,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-08-22,159949,创业板50ETF,4,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-22,588080,科创板50ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-25,512480,半导体ETF,1,0.7300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-25,159915,创业板ETF,2,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-08-25,588000,科创50ETF,3,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-25,159949,创业板50ETF,4,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-25,588080,科创板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-26,159915,创业板ETF,1,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-08-26,512480,半导体ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-26,588000,科创50ETF,3,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-26,159949,创业板50ETF,4,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-26,588080,科创板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-27,159915,创业板ETF,1,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-08-27,512480,半导体ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-27,588000,科创50ETF,3,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-27,159949,创业板50ETF,4,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-27,588080,科创板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-28,159915,创业板ETF,1,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-08-28,512480,半导体ETF,2,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-28,588000,科创50ETF,3,0.6749999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-28,159949,创业板50ETF,4,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-28,588080,科创板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-29,588000,科创50ETF,1,0.71,reconstructed_candidate_history_not_real_left_snapshot
2025-08-29,159915,创业板ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-08-29,588080,科创板50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-29,159949,创业板50ETF,4,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-29,512480,半导体ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-09-01,159949,创业板50ETF,1,0.7349999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-01,159915,创业板ETF,2,0.71,reconstructed_candidate_history_not_real_left_snapshot
2025-09-01,588000,科创50ETF,3,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-01,588080,科创板50ETF,4,0.6550000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-01,512480,半导体ETF,5,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-02,159949,创业板50ETF,1,0.73,reconstructed_candidate_history_not_real_left_snapshot
2025-09-02,159915,创业板ETF,2,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-09-02,588000,科创50ETF,3,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-02,588080,科创板50ETF,4,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-02,512480,半导体ETF,5,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-03,159915,创业板ETF,1,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-09-03,159949,创业板50ETF,2,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-09-03,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-03,588080,科创板50ETF,4,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-03,512480,半导体ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-04,159915,创业板ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-04,159949,创业板50ETF,2,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-09-04,588000,科创50ETF,3,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-04,588080,科创板50ETF,4,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-04,510300,沪深300ETF,5,0.545,reconstructed_candidate_history_not_real_left_snapshot
2025-09-05,159915,创业板ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-05,159949,创业板50ETF,2,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-09-05,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-05,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-05,515030,新能源车ETF,5,0.5800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-08,159915,创业板ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-08,159949,创业板50ETF,2,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-09-08,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-08,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-08,515030,新能源车ETF,5,0.5800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-09,159915,创业板ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-09,159949,创业板50ETF,2,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-09,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-09,515030,新能源车ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-09,588080,科创板50ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-10,159949,创业板50ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-10,159915,创业板ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-09-10,588000,科创50ETF,3,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-10,588080,科创板50ETF,4,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-09-10,515030,新能源车ETF,5,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-11,159915,创业板ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-11,159949,创业板50ETF,2,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-11,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-11,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-11,515030,新能源车ETF,5,0.5800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-12,159949,创业板50ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-12,588000,科创50ETF,2,0.73,reconstructed_candidate_history_not_real_left_snapshot
2025-09-12,159915,创业板ETF,3,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-09-12,588080,科创板50ETF,4,0.68,reconstructed_candidate_history_not_real_left_snapshot
2025-09-12,510500,中证500ETF,5,0.5499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-15,159949,创业板50ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-15,159915,创业板ETF,2,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-09-15,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-15,588080,科创板50ETF,4,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-15,515030,新能源车ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-16,159949,创业板50ETF,1,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-09-16,588000,科创50ETF,2,0.6900000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-16,588080,科创板50ETF,3,0.68,reconstructed_candidate_history_not_real_left_snapshot
2025-09-16,159915,创业板ETF,4,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-16,512760,芯片ETF,5,0.5850000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-17,159949,创业板50ETF,1,0.78,reconstructed_candidate_history_not_real_left_snapshot
2025-09-17,159915,创业板ETF,2,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-17,588000,科创50ETF,3,0.6900000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-17,588080,科创板50ETF,4,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-17,515030,新能源车ETF,5,0.5700000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-18,159949,创业板50ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-18,159915,创业板ETF,2,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-09-18,588000,科创50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-09-18,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-09-18,512760,芯片ETF,5,0.5850000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-19,159915,创业板ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-19,159949,创业板50ETF,2,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-09-19,588000,科创50ETF,3,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-19,588080,科创板50ETF,4,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-19,515030,新能源车ETF,5,0.56,reconstructed_candidate_history_not_real_left_snapshot
2025-09-22,159915,创业板ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-22,159949,创业板50ETF,2,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-09-22,588000,科创50ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-22,588080,科创板50ETF,4,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-22,512480,半导体ETF,5,0.5850000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-23,159915,创业板ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-09-23,159949,创业板50ETF,2,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-09-23,588000,科创50ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-23,588080,科创板50ETF,4,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-23,512480,半导体ETF,5,0.5850000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-24,159949,创业板50ETF,1,0.755,reconstructed_candidate_history_not_real_left_snapshot
2025-09-24,159915,创业板ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-09-24,512480,半导体ETF,3,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-24,588000,科创50ETF,4,0.6149999999999998,reconstructed_candidate_history_not_real_left_snapshot
2025-09-24,512760,芯片ETF,5,0.5800000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-25,159949,创业板50ETF,1,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-09-25,159915,创业板ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-09-25,512480,半导体ETF,3,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-25,588000,科创50ETF,4,0.6199999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-25,512760,芯片ETF,5,0.56,reconstructed_candidate_history_not_real_left_snapshot
2025-09-26,159949,创业板50ETF,1,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-26,159915,创业板ETF,2,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-26,512480,半导体ETF,3,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-26,588000,科创50ETF,4,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-09-26,512760,芯片ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-29,159949,创业板50ETF,1,0.745,reconstructed_candidate_history_not_real_left_snapshot
2025-09-29,159915,创业板ETF,2,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-29,512480,半导体ETF,3,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-29,588000,科创50ETF,4,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-29,512760,芯片ETF,5,0.5850000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-30,159949,创业板50ETF,1,0.7000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-09-30,512480,半导体ETF,2,0.6750000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-09-30,159915,创业板ETF,3,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-09-30,588000,科创50ETF,4,0.6199999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-09-30,512760,芯片ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-09,512480,半导体ETF,1,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-09,588000,科创50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-09,588080,科创板50ETF,3,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-09,512760,芯片ETF,4,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-10-09,159949,创业板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-10,512480,半导体ETF,1,0.7200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-10,588000,科创50ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-10-10,588080,科创板50ETF,3,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-10,512760,芯片ETF,4,0.64,reconstructed_candidate_history_not_real_left_snapshot
2025-10-10,159949,创业板50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-13,512480,半导体ETF,1,0.745,reconstructed_candidate_history_not_real_left_snapshot
2025-10-13,588000,科创50ETF,2,0.7149999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-13,588080,科创板50ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-13,512760,芯片ETF,4,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-13,510500,中证500ETF,5,0.5599999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-14,512480,半导体ETF,1,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-14,588000,科创50ETF,2,0.6850000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-10-14,588080,科创板50ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-14,512760,芯片ETF,4,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-14,159937,黄金ETF,5,0.6,reconstructed_candidate_history_not_real_left_snapshot
2025-10-15,512480,半导体ETF,1,0.7300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-15,588000,科创50ETF,2,0.6799999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-15,588080,科创板50ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-15,512760,芯片ETF,4,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-10-15,159937,黄金ETF,5,0.595,reconstructed_candidate_history_not_real_left_snapshot
2025-10-16,512480,半导体ETF,1,0.7300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-16,588000,科创50ETF,2,0.6550000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-16,588080,科创板50ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-16,512760,芯片ETF,4,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-10-16,159937,黄金ETF,5,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-10-17,512480,半导体ETF,1,0.7050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-17,588000,科创50ETF,2,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-10-17,159937,黄金ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-17,588080,科创板50ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-17,512760,芯片ETF,5,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-20,512480,半导体ETF,1,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-10-20,588000,科创50ETF,2,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-20,159937,黄金ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-20,588080,科创板50ETF,4,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-20,510300,沪深300ETF,5,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-10-21,512480,半导体ETF,1,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-21,588000,科创50ETF,2,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-21,159937,黄金ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-21,159949,创业板50ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-10-21,512760,芯片ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-22,512480,半导体ETF,1,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-22,588000,科创50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-22,159937,黄金ETF,3,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-22,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-10-22,512760,芯片ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-23,512480,半导体ETF,1,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-10-23,159937,黄金ETF,2,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-23,588000,科创50ETF,3,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-23,512760,芯片ETF,4,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-10-23,510050,上证50ETF,5,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-24,512480,半导体ETF,1,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-24,588000,科创50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-24,159937,黄金ETF,3,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-24,588080,科创板50ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-10-24,512760,芯片ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-27,588000,科创50ETF,1,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-10-27,512480,半导体ETF,2,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-10-27,159949,创业板50ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-27,159937,黄金ETF,4,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-27,588080,科创板50ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-10-28,512480,半导体ETF,1,0.68,reconstructed_candidate_history_not_real_left_snapshot
2025-10-28,159937,黄金ETF,2,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-28,159949,创业板50ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-10-28,588000,科创50ETF,4,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-28,512760,芯片ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-29,159949,创业板50ETF,1,0.745,reconstructed_candidate_history_not_real_left_snapshot
2025-10-29,159915,创业板ETF,2,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-10-29,588000,科创50ETF,3,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-10-29,159937,黄金ETF,4,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-29,515030,新能源车ETF,5,0.5700000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-30,159949,创业板50ETF,1,0.6850000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-10-30,510300,沪深300ETF,2,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-10-30,159937,黄金ETF,3,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-30,510050,上证50ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-30,515030,新能源车ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-31,159937,黄金ETF,1,0.6699999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-10-31,510300,沪深300ETF,2,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-31,515030,新能源车ETF,3,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-10-31,510050,上证50ETF,4,0.5900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-10-31,512880,证券ETF,5,0.565,reconstructed_candidate_history_not_real_left_snapshot
2025-11-03,159937,黄金ETF,1,0.6699999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-11-03,159949,创业板50ETF,2,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-11-03,510300,沪深300ETF,3,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-03,159915,创业板ETF,4,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-11-03,510050,上证50ETF,5,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-04,510300,沪深300ETF,1,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-11-04,159937,黄金ETF,2,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-11-04,510050,上证50ETF,3,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-11-04,510500,中证500ETF,4,0.5449999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-11-04,159915,创业板ETF,5,0.535,reconstructed_candidate_history_not_real_left_snapshot
2025-11-05,510300,沪深300ETF,1,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-11-05,159937,黄金ETF,2,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-11-05,510050,上证50ETF,3,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-11-05,159915,创业板ETF,4,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-11-05,159949,创业板50ETF,5,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-06,510050,上证50ETF,1,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-11-06,159949,创业板50ETF,2,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-06,510300,沪深300ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-11-06,159937,黄金ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-06,159915,创业板ETF,5,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-07,159915,创业板ETF,1,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-07,159949,创业板50ETF,2,0.7050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-07,515030,新能源车ETF,3,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-11-07,510050,上证50ETF,4,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-07,510300,沪深300ETF,5,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-11-10,159915,创业板ETF,1,0.71,reconstructed_candidate_history_not_real_left_snapshot
2025-11-10,159949,创业板50ETF,2,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-10,510050,上证50ETF,3,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-10,510300,沪深300ETF,4,0.5850000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-10,515030,新能源车ETF,5,0.5500000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-11-11,159949,创业板50ETF,1,0.7450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-11,159915,创业板ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-11-11,515030,新能源车ETF,3,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-11-11,510050,上证50ETF,4,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-11,510300,沪深300ETF,5,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-11-12,159915,创业板ETF,1,0.7450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-12,159949,创业板50ETF,2,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-12,510050,上证50ETF,3,0.6250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-12,510300,沪深300ETF,4,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-11-12,515030,新能源车ETF,5,0.595,reconstructed_candidate_history_not_real_left_snapshot
2025-11-13,159949,创业板50ETF,1,0.7300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-13,159915,创业板ETF,2,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-13,515030,新能源车ETF,3,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-11-13,510050,上证50ETF,4,0.585,reconstructed_candidate_history_not_real_left_snapshot
2025-11-13,510300,沪深300ETF,5,0.5800000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-14,159915,创业板ETF,1,0.74,reconstructed_candidate_history_not_real_left_snapshot
2025-11-14,159949,创业板50ETF,2,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-14,515030,新能源车ETF,3,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-11-14,510300,沪深300ETF,4,0.5800000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-14,510050,上证50ETF,5,0.545,reconstructed_candidate_history_not_real_left_snapshot
2025-11-17,159915,创业板ETF,1,0.7200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-17,159949,创业板50ETF,2,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-17,515030,新能源车ETF,3,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-11-17,510050,上证50ETF,4,0.585,reconstructed_candidate_history_not_real_left_snapshot
2025-11-17,510300,沪深300ETF,5,0.5800000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-18,510050,上证50ETF,1,0.6250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-18,515030,新能源车ETF,2,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-11-18,512100,中证1000ETF,3,0.58,reconstructed_candidate_history_not_real_left_snapshot
2025-11-18,510300,沪深300ETF,4,0.56,reconstructed_candidate_history_not_real_left_snapshot
2025-11-18,159915,创业板ETF,5,0.555,reconstructed_candidate_history_not_real_left_snapshot
2025-11-19,159915,创业板ETF,1,0.6550000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-19,510050,上证50ETF,2,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-11-19,515030,新能源车ETF,3,0.62,reconstructed_candidate_history_not_real_left_snapshot
