as_of_date,symbol,display_name,candidate_rank,left_score,notes
2025-06-03,510300,沪深300ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-03,510050,上证50ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-06-04,512800,银行ETF,1,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-06-04,510300,沪深300ETF,2,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-06-04,159992,创新药ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-04,512010,医药ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-04,510050,上证50ETF,5,0.64,reconstructed_candidate_history_not_real_left_snapshot
2025-06-05,512800,银行ETF,1,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-06-05,512010,医药ETF,2,0.6649999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-05,510300,沪深300ETF,3,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-06-05,159992,创新药ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-05,510050,上证50ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-06-06,510300,沪深300ETF,1,0.735,reconstructed_candidate_history_not_real_left_snapshot
2025-06-06,512800,银行ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-06-06,512010,医药ETF,3,0.6549999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-06,159992,创新药ETF,4,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-06,510050,上证50ETF,5,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-06-09,512800,银行ETF,1,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-09,512010,医药ETF,2,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-06-09,159992,创新药ETF,3,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-06-09,510300,沪深300ETF,4,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-09,512880,证券ETF,5,0.5900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-10,512010,医药ETF,1,0.6849999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-10,512800,银行ETF,2,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-06-10,159992,创新药ETF,3,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-06-10,510300,沪深300ETF,4,0.6599999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-10,159937,黄金ETF,5,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-11,512010,医药ETF,1,0.69,reconstructed_candidate_history_not_real_left_snapshot
2025-06-11,512800,银行ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-06-11,159992,创新药ETF,3,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-06-11,510300,沪深300ETF,4,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-11,159937,黄金ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-06-12,512010,医药ETF,1,0.6849999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-12,159992,创新药ETF,2,0.68,reconstructed_candidate_history_not_real_left_snapshot
2025-06-12,159937,黄金ETF,3,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-06-12,510300,沪深300ETF,4,0.6599999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-12,512800,银行ETF,5,0.6450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-13,159937,黄金ETF,1,0.7249999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-13,159992,创新药ETF,2,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-13,512800,银行ETF,3,0.6450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-13,512010,医药ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-06-13,510300,沪深300ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-06-16,159937,黄金ETF,1,0.73,reconstructed_candidate_history_not_real_left_snapshot
2025-06-16,512800,银行ETF,2,0.6650000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-16,159992,创新药ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-16,512010,医药ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-06-16,510300,沪深300ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-06-17,159937,黄金ETF,1,0.7100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-17,512800,银行ETF,2,0.7000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-17,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-06-17,512880,证券ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-17,510300,沪深300ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-06-18,512800,银行ETF,1,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-18,159937,黄金ETF,2,0.7100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-18,510300,沪深300ETF,3,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-18,159992,创新药ETF,4,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-06-18,512660,军工ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-06-19,159937,黄金ETF,1,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-06-19,512800,银行ETF,2,0.7100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-19,510300,沪深300ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-06-19,159992,创新药ETF,4,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-06-19,510050,上证50ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-06-20,512800,银行ETF,1,0.725,reconstructed_candidate_history_not_real_left_snapshot
2025-06-20,159937,黄金ETF,2,0.715,reconstructed_candidate_history_not_real_left_snapshot
2025-06-20,510300,沪深300ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-06-20,510500,中证500ETF,4,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-20,159992,创新药ETF,5,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-06-23,512800,银行ETF,1,0.7399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-23,512880,证券ETF,2,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-06-23,159937,黄金ETF,3,0.6299999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-23,510300,沪深300ETF,4,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-23,510050,上证50ETF,5,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-24,512800,银行ETF,1,0.7549999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-24,512880,证券ETF,2,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-06-24,510050,上证50ETF,3,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-06-24,510300,沪深300ETF,4,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-24,159992,创新药ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-25,512800,银行ETF,1,0.745,reconstructed_candidate_history_not_real_left_snapshot
2025-06-25,512880,证券ETF,2,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-25,510300,沪深300ETF,3,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-06-25,159915,创业板ETF,4,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-25,512660,军工ETF,5,0.5700000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-26,512800,银行ETF,1,0.745,reconstructed_candidate_history_not_real_left_snapshot
2025-06-26,512880,证券ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-06-26,510300,沪深300ETF,3,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-26,510050,上证50ETF,4,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-26,512660,军工ETF,5,0.5950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-27,512800,银行ETF,1,0.7149999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-27,512880,证券ETF,2,0.7100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-27,510300,沪深300ETF,3,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-06-27,512660,军工ETF,4,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-27,159915,创业板ETF,5,0.585,reconstructed_candidate_history_not_real_left_snapshot
2025-06-30,512660,军工ETF,1,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-30,512880,证券ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-06-30,512800,银行ETF,3,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-06-30,159915,创业板ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-06-30,159949,创业板50ETF,5,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-07-01,512660,军工ETF,1,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-01,512800,银行ETF,2,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-07-01,512880,证券ETF,3,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-01,159915,创业板ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-01,159949,创业板50ETF,5,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-02,512660,军工ETF,1,0.7050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-02,512800,银行ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-07-02,510300,沪深300ETF,3,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-02,510050,上证50ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-02,512880,证券ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-03,512800,银行ETF,1,0.7349999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-03,159915,创业板ETF,2,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-03,159949,创业板50ETF,3,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-07-03,512660,军工ETF,4,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-07-03,510300,沪深300ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-07-04,512800,银行ETF,1,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-04,159949,创业板50ETF,2,0.6849999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-04,159915,创业板ETF,3,0.6800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-04,510300,沪深300ETF,4,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-07-04,512660,军工ETF,5,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-07-07,512800,银行ETF,1,0.7649999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-07,159915,创业板ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-07-07,159949,创业板50ETF,3,0.67,reconstructed_candidate_history_not_real_left_snapshot
2025-07-07,510300,沪深300ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-07-07,512660,军工ETF,5,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-07-08,512800,银行ETF,1,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-08,159949,创业板50ETF,2,0.725,reconstructed_candidate_history_not_real_left_snapshot
2025-07-08,159915,创业板ETF,3,0.7100000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-08,512100,中证1000ETF,4,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-07-08,512880,证券ETF,5,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-09,512800,银行ETF,1,0.76,reconstructed_candidate_history_not_real_left_snapshot
2025-07-09,159915,创业板ETF,2,0.7100000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-09,159949,创业板50ETF,3,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-09,510300,沪深300ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-09,512100,中证1000ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-10,512800,银行ETF,1,0.7549999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-10,159915,创业板ETF,2,0.7100000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-10,159949,创业板50ETF,3,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-10,510300,沪深300ETF,4,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-07-10,512880,证券ETF,5,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-11,159915,创业板ETF,1,0.7200000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-11,512880,证券ETF,2,0.7200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-11,159949,创业板50ETF,3,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-07-11,512800,银行ETF,4,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-07-11,510300,沪深300ETF,5,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-07-14,159949,创业板50ETF,1,0.725,reconstructed_candidate_history_not_real_left_snapshot
2025-07-14,512800,银行ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-14,159915,创业板ETF,3,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-07-14,512880,证券ETF,4,0.6800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-14,512100,中证1000ETF,5,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-07-15,159915,创业板ETF,1,0.7450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-15,159949,创业板50ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-15,512800,银行ETF,3,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-07-15,512880,证券ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-15,159992,创新药ETF,5,0.595,reconstructed_candidate_history_not_real_left_snapshot
2025-07-16,159915,创业板ETF,1,0.7450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-16,159949,创业板50ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-16,512880,证券ETF,3,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-16,512100,中证1000ETF,4,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-07-16,159992,创新药ETF,5,0.615,reconstructed_candidate_history_not_real_left_snapshot
2025-07-17,159915,创业板ETF,1,0.7250000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-17,159949,创业板50ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-17,159992,创新药ETF,3,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-17,512880,证券ETF,4,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-17,512100,中证1000ETF,5,0.61,reconstructed_candidate_history_not_real_left_snapshot
2025-07-18,159915,创业板ETF,1,0.7250000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-18,159949,创业板50ETF,2,0.7050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-18,159992,创新药ETF,3,0.6499999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-18,512880,证券ETF,4,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-18,512100,中证1000ETF,5,0.59,reconstructed_candidate_history_not_real_left_snapshot
2025-07-21,159915,创业板ETF,1,0.7650000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-21,159949,创业板50ETF,2,0.73,reconstructed_candidate_history_not_real_left_snapshot
2025-07-21,512880,证券ETF,3,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-21,512100,中证1000ETF,4,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-07-21,512660,军工ETF,5,0.6,reconstructed_candidate_history_not_real_left_snapshot
2025-07-22,159915,创业板ETF,1,0.7550000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-22,159949,创业板50ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-07-22,512660,军工ETF,3,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-07-22,510500,中证500ETF,4,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-22,512880,证券ETF,5,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-23,159915,创业板ETF,1,0.7450000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-23,159949,创业板50ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-07-23,512100,中证1000ETF,3,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-23,159992,创新药ETF,4,0.6250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-23,510500,中证500ETF,5,0.6250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-24,159915,创业板ETF,1,0.7350000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-24,159949,创业板50ETF,2,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-24,512880,证券ETF,3,0.6750000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-24,159992,创新药ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-07-24,512100,中证1000ETF,5,0.6149999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-25,159915,创业板ETF,1,0.7300000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-25,159949,创业板50ETF,2,0.7,reconstructed_candidate_history_not_real_left_snapshot
2025-07-25,512880,证券ETF,3,0.6800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-25,159992,创新药ETF,4,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-25,510500,中证500ETF,5,0.6,reconstructed_candidate_history_not_real_left_snapshot
2025-07-28,159915,创业板ETF,1,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-28,159949,创业板50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-07-28,512880,证券ETF,3,0.6600000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-28,159992,创新药ETF,4,0.6350000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-28,512010,医药ETF,5,0.6249999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-29,159915,创业板ETF,1,0.7000000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-29,512880,证券ETF,2,0.6800000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-29,159949,创业板50ETF,3,0.66,reconstructed_candidate_history_not_real_left_snapshot
2025-07-29,159992,创新药ETF,4,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-07-29,512010,医药ETF,5,0.5999999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-07-30,159915,创业板ETF,1,0.7050000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-30,159949,创业板50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-07-30,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-07-30,512880,证券ETF,4,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-30,512010,医药ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-07-31,159915,创业板ETF,1,0.7100000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-07-31,159949,创业板50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-07-31,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-07-31,512010,医药ETF,4,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-07-31,512880,证券ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-01,159915,创业板ETF,1,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-01,159949,创业板50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-01,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-08-01,512100,中证1000ETF,4,0.64,reconstructed_candidate_history_not_real_left_snapshot
2025-08-01,512010,医药ETF,5,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-04,159915,创业板ETF,1,0.7250000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-04,159949,创业板50ETF,2,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-04,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-08-04,512010,医药ETF,4,0.605,reconstructed_candidate_history_not_real_left_snapshot
2025-08-04,512100,中证1000ETF,5,0.575,reconstructed_candidate_history_not_real_left_snapshot
2025-08-05,159915,创业板ETF,1,0.71,reconstructed_candidate_history_not_real_left_snapshot
2025-08-05,159949,创业板50ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-05,159992,创新药ETF,3,0.65,reconstructed_candidate_history_not_real_left_snapshot
2025-08-05,512010,医药ETF,4,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-05,512100,中证1000ETF,5,0.595,reconstructed_candidate_history_not_real_left_snapshot
2025-08-06,159915,创业板ETF,1,0.6900000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-06,159992,创新药ETF,2,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-08-06,512660,军工ETF,3,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-08-06,159949,创业板50ETF,4,0.6500000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-06,512100,中证1000ETF,5,0.595,reconstructed_candidate_history_not_real_left_snapshot
2025-08-07,512660,军工ETF,1,0.6900000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-07,159915,创业板ETF,2,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-07,159992,创新药ETF,3,0.63,reconstructed_candidate_history_not_real_left_snapshot
2025-08-07,512100,中证1000ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-08-07,512480,半导体ETF,5,0.59,reconstructed_candidate_history_not_real_left_snapshot
2025-08-08,512100,中证1000ETF,1,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-08,512660,军工ETF,2,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-08,159915,创业板ETF,3,0.6700000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-08,159992,创新药ETF,4,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-08-08,159949,创业板50ETF,5,0.6200000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-11,159915,创业板ETF,1,0.7050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-11,512660,军工ETF,2,0.6950000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-11,512100,中证1000ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-11,159949,创业板50ETF,4,0.6550000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-11,159992,创新药ETF,5,0.635,reconstructed_candidate_history_not_real_left_snapshot
2025-08-12,159915,创业板ETF,1,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-12,512100,中证1000ETF,2,0.7150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-12,512660,军工ETF,3,0.665,reconstructed_candidate_history_not_real_left_snapshot
2025-08-12,159949,创业板50ETF,4,0.655,reconstructed_candidate_history_not_real_left_snapshot
2025-08-12,512480,半导体ETF,5,0.6100000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-13,159915,创业板ETF,1,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-08-13,159949,创业板50ETF,2,0.725,reconstructed_candidate_history_not_real_left_snapshot
2025-08-13,512660,军工ETF,3,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-08-13,512100,中证1000ETF,4,0.6199999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-13,159992,创新药ETF,5,0.5750000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-14,159949,创业板50ETF,1,0.735,reconstructed_candidate_history_not_real_left_snapshot
2025-08-14,159915,创业板ETF,2,0.7300000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-14,512480,半导体ETF,3,0.645,reconstructed_candidate_history_not_real_left_snapshot
2025-08-14,588000,科创50ETF,4,0.59,reconstructed_candidate_history_not_real_left_snapshot
2025-08-14,512100,中证1000ETF,5,0.58,reconstructed_candidate_history_not_real_left_snapshot
2025-08-15,159915,创业板ETF,1,0.75,reconstructed_candidate_history_not_real_left_snapshot
2025-08-15,159949,创业板50ETF,2,0.735,reconstructed_candidate_history_not_real_left_snapshot
2025-08-15,512880,证券ETF,3,0.6850000000000002,reconstructed_candidate_history_not_real_left_snapshot
2025-08-15,512480,半导体ETF,4,0.6599999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-15,512100,中证1000ETF,5,0.59,reconstructed_candidate_history_not_real_left_snapshot
2025-08-18,159915,创业板ETF,1,0.7400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-18,159949,创业板50ETF,2,0.72,reconstructed_candidate_history_not_real_left_snapshot
2025-08-18,512480,半导体ETF,3,0.6599999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-18,512880,证券ETF,4,0.6300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-18,588000,科创50ETF,5,0.6050000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-19,159915,创业板ETF,1,0.77,reconstructed_candidate_history_not_real_left_snapshot
2025-08-19,159949,创业板50ETF,2,0.73,reconstructed_candidate_history_not_real_left_snapshot
2025-08-19,512480,半导体ETF,3,0.6400000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-19,512100,中证1000ETF,4,0.625,reconstructed_candidate_history_not_real_left_snapshot
2025-08-19,512880,证券ETF,5,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-20,159915,创业板ETF,1,0.7350000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-20,159949,创业板50ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
2025-08-20,512480,半导体ETF,3,0.685,reconstructed_candidate_history_not_real_left_snapshot
2025-08-20,512100,中证1000ETF,4,0.6399999999999999,reconstructed_candidate_history_not_real_left_snapshot
2025-08-20,588000,科创50ETF,5,0.6000000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-21,159915,创业板ETF,1,0.6949999999999998,reconstructed_candidate_history_not_real_left_snapshot
2025-08-21,159949,创业板50ETF,2,0.68,reconstructed_candidate_history_not_real_left_snapshot
2025-08-21,512480,半导体ETF,3,0.675,reconstructed_candidate_history_not_real_left_snapshot
2025-08-21,512100,中证1000ETF,4,0.62,reconstructed_candidate_history_not_real_left_snapshot
2025-08-21,588000,科创50ETF,5,0.6150000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-22,512480,半导体ETF,1,0.7300000000000001,reconstructed_candidate_history_not_real_left_snapshot
2025-08-22,159915,创业板ETF,2,0.705,reconstructed_candidate_history_not_real_left_snapshot
